doc_id	decs_code
biblio-984132	1963
biblio-984132	28564
biblio-984132	36428
biblio-984132	22519
biblio-984132	28603
biblio-984132	11756
biblio-984132	2648
biblio-984132	27804
biblio-984132	28564
biblio-984132	14042
biblio-984132	21030
biblio-984132	6262
biblio-984132	8096
biblio-984132	34703
biblio-984132	2973
biblio-984132	9464
biblio-984132	7360
biblio-984132	12831
biblio-984132	28448
biblio-984132	13104
biblio-984132	34918
biblio-984132	34666
biblio-981437	331
biblio-981437	431
biblio-981437	714
biblio-981437	1012
biblio-981437	935
biblio-981437	6792
biblio-981437	877
biblio-981437	470
biblio-981437	1593
biblio-981437	34002
biblio-981437	3883
biblio-981437	23106
biblio-981437	52847
biblio-981437	8264
biblio-981437	4424
biblio-981437	11254
biblio-981437	12055
biblio-981437	7170
biblio-981437	2990
biblio-981437	13275
biblio-990002	6963
biblio-990002	29043
biblio-990002	10162
biblio-990002	37723
biblio-990002	1164
biblio-990002	470
biblio-990002	1136
biblio-990002	37622
biblio-990002	33182
biblio-990002	3961
biblio-990002	52583
biblio-990002	50518
biblio-990002	8741
biblio-990002	15329
biblio-990002	28584
biblio-990002	11817
biblio-990002	55116
biblio-985691	3137
biblio-985691	5754
biblio-985691	12831
biblio-985691	2973
biblio-985691	4387
biblio-985691	28484
biblio-985691	4865
biblio-985691	25610
biblio-985691	4858
biblio-985691	51835
biblio-985691	51901
biblio-985691	25431
biblio-985691	25491
biblio-985691	14190
biblio-985691	25016
biblio-975122	28262
biblio-975122	8901
biblio-975122	8990
biblio-975122	19272
biblio-975122	57215
biblio-975122	28599
biblio-975122	51221
biblio-975122	2973
biblio-975122	7435
biblio-975122	28612
biblio-975122	28219
biblio-975122	7931
biblio-975122	32687
biblio-975122	15329
biblio-975122	10554
biblio-975122	28584
biblio-975122	31707
biblio-975122	15208
biblio-968864	11594
biblio-968864	344
biblio-968864	24439
biblio-968864	841
biblio-968864	841
biblio-968864	50230
biblio-968864	7435
biblio-968864	28608
biblio-968864	14042
biblio-968864	12955
biblio-968864	13721
biblio-968864	31494
biblio-968864	53869
biblio-968864	8901
biblio-968864	10479
biblio-968864	28584
biblio-968864	5278
biblio-968864	12416
biblio-968864	34594
biblio-968864	56140
biblio-968864	29592
biblio-968864	6952
biblio-968864	32493
biblio-985411	12967
biblio-985411	50054
biblio-985411	50224
biblio-985411	8901
biblio-985411	50004
biblio-985411	10243
biblio-985411	12527
biblio-985411	7764
biblio-985411	8194
biblio-985411	10112
biblio-985411	8456
biblio-985411	32710
biblio-985411	50060
biblio-985411	14050
biblio-984873	23106
biblio-984873	13308
biblio-984873	4943
biblio-984873	15259
biblio-984873	55124
biblio-984873	37735
biblio-984873	11490
biblio-984873	54362
biblio-984873	55422
biblio-984873	33191
biblio-990016	44
biblio-990016	5246
biblio-990016	2400
biblio-990016	9247
biblio-990016	37623
biblio-990016	3333
biblio-990016	29399
biblio-990016	5443
biblio-990016	28982
biblio-990016	21034
biblio-990016	8264
biblio-990016	14
biblio-990016	8506
biblio-990016	21044
biblio-990016	8824
biblio-990016	38341
biblio-990016	5225
biblio-990016	10530
biblio-990016	28584
biblio-990016	29868
biblio-990016	22226
biblio-990016	12578
biblio-990016	19402
biblio-990026	3501
biblio-990026	3501
biblio-990026	55206
biblio-990026	51607
biblio-990026	1968
biblio-990026	8352
biblio-990026	5059
biblio-990026	4896
biblio-990026	21034
biblio-990026	21034
biblio-990026	22921
biblio-990026	23872
biblio-990026	9562
biblio-990026	8830
biblio-990026	9562
biblio-990026	10040
biblio-990026	8662
biblio-990026	11807
biblio-990026	15404
biblio-990026	14413
biblio-990026	14567
biblio-990026	9562
biblio-990026	1968
biblio-990026	15134
biblio-990026	23827
biblio-985188	1121
biblio-985188	13883
biblio-985188	23190
biblio-985188	6184
biblio-985188	30788
biblio-985188	28219
biblio-985188	1901
biblio-985188	28631
biblio-985188	28418
biblio-985188	28632
biblio-985188	11254
biblio-985188	11252
biblio-985188	8901
biblio-985188	10554
biblio-985188	10554
biblio-985188	10055
biblio-980306	4645
biblio-980306	6262
biblio-980306	35925
biblio-980306	24226
biblio-980306	30014
biblio-980306	3660
biblio-980306	10554
biblio-980306	13195
biblio-980306	30486
biblio-980306	51672
biblio-980306	55593
biblio-980306	30349
biblio-980306	14190
biblio-976208	37619
biblio-976208	8901
biblio-976208	3320
biblio-976208	33182
biblio-976208	28608
biblio-976208	51609
biblio-976208	4250
biblio-976208	5278
biblio-976208	4705
biblio-976208	14042
biblio-976208	13421
biblio-976208	12527
biblio-976208	6184
biblio-976208	6475
biblio-976208	11594
biblio-976208	5527
biblio-976208	13336
biblio-976208	28448
biblio-976208	28460
biblio-976208	54837
biblio-976208	13379
biblio-976208	34974
biblio-984467	6925
biblio-984467	51646
biblio-984467	8990
biblio-984467	3478
biblio-984467	3961
biblio-984467	29399
biblio-984467	16735
biblio-984467	28570
biblio-984467	37736
biblio-984467	22261
biblio-984467	25692
biblio-984467	29310
biblio-984467	52849
biblio-984467	8736
biblio-984467	8901
biblio-984467	10554
biblio-984467	12794
biblio-984467	6622
biblio-984467	1794
biblio-984467	29752
biblio-990033	9342
biblio-990033	6473
biblio-990033	51840
biblio-990033	10112
biblio-990033	23127
biblio-990033	413
biblio-990033	841
biblio-990033	1226
biblio-990033	6408
biblio-990033	51607
biblio-990033	10333
biblio-990033	51811
biblio-990033	6484
biblio-990033	471
biblio-990033	7152
biblio-990033	8272
biblio-990033	7370
biblio-990033	15345
biblio-990033	433
biblio-990033	9041
biblio-990033	9342
biblio-990033	1860
biblio-990033	50219
biblio-990033	12345
biblio-990033	13021
biblio-990033	35089
biblio-990033	14413
biblio-990033	14190
biblio-984431	10554
biblio-984431	28600
biblio-984431	3961
biblio-984431	3965
biblio-984431	4943
biblio-984431	5408
biblio-984431	14993
biblio-984431	7225
biblio-984431	14
biblio-984431	1170
biblio-984431	14190
biblio-984431	56679
biblio-984431	4705
biblio-985030	34785
biblio-985030	2625
biblio-985030	3961
biblio-985030	4529
biblio-985030	7152
biblio-985030	7414
biblio-985030	8203
biblio-985030	668
biblio-985030	29907
biblio-985030	28597
biblio-985030	28567
biblio-985030	14050
biblio-985030	34589
biblio-985030	22234
biblio-985030	14951
biblio-981400	864
biblio-981400	864
biblio-981400	331
biblio-981400	53386
biblio-981400	28624
biblio-981400	27804
biblio-981400	23106
biblio-981400	10554
biblio-981400	12031
biblio-981400	8741
biblio-969309	29043
biblio-969309	8901
biblio-969309	26115
biblio-969309	28162
biblio-969309	16735
biblio-969309	28002
biblio-969309	6641
biblio-969309	51835
biblio-969309	12755
biblio-969309	28448
biblio-969309	12825
biblio-969309	14190
biblio-969309	14540
biblio-976136	1121
biblio-976136	699
biblio-976136	32486
biblio-976136	12831
biblio-976136	25127
biblio-976136	28600
biblio-976136	3961
biblio-976136	29310
biblio-976136	28433
biblio-976136	6486
biblio-976136	9394
biblio-976136	8901
biblio-976136	10554
biblio-976136	1867
biblio-976136	22260
biblio-976136	14190
biblio-976136	28606
biblio-976136	33119
biblio-984858	8324
biblio-984858	8304
biblio-984858	22845
biblio-984858	54744
biblio-984858	14050
biblio-984858	12011
biblio-984858	34918
biblio-985611	11613
biblio-985611	27891
biblio-985611	28608
biblio-985611	11799
biblio-985611	9912
biblio-985611	9913
biblio-985611	29491
biblio-985611	51554
biblio-985611	5924
biblio-985611	6917
biblio-985611	3660
biblio-975225	5981
biblio-975225	51835
biblio-975225	51251
biblio-975225	55056
biblio-975225	28599
biblio-975225	28637
biblio-975225	33155
biblio-975225	2973
biblio-975225	27804
biblio-975225	22261
biblio-975225	5443
biblio-975225	28632
biblio-975225	52870
biblio-975225	50219
biblio-975225	22226
biblio-975118	2973
biblio-975118	50224
biblio-975118	8990
biblio-975118	34002
biblio-975118	4596
biblio-975118	4421
biblio-975118	6916
biblio-975118	28433
biblio-975118	10554
biblio-975118	10554
biblio-975118	50219
biblio-975118	13336
biblio-975118	28448
biblio-975118	15097
biblio-975118	12541
biblio-985684	755
biblio-985684	15204
biblio-985684	3946
biblio-985684	8862
biblio-985684	1294
biblio-985684	15206
biblio-985684	34628
biblio-985684	28418
biblio-985684	10554
biblio-985684	10554
biblio-985684	51840
biblio-985684	11594
biblio-985684	54375
biblio-985684	28455
biblio-985684	12825
biblio-985684	13955
biblio-985684	13195
biblio-985684	14190
biblio-985684	15204
biblio-985684	15204
biblio-969408	5325
biblio-969408	57505
biblio-969408	3881
biblio-969408	23905
biblio-969408	8901
biblio-969408	28468
biblio-969408	1252
biblio-969408	12225
biblio-969408	16360
biblio-969408	28608
biblio-969408	3961
biblio-969408	56967
biblio-969408	28612
biblio-969408	11257
biblio-969408	28583
biblio-969408	12527
biblio-969408	15297
biblio-969408	11252
biblio-969408	28584
biblio-969408	13957
biblio-969408	57505
biblio-974623	1963
biblio-974623	36397
biblio-974623	4562
biblio-974623	29315
biblio-974623	53386
biblio-974623	1252
biblio-974623	11756
biblio-974623	12438
biblio-974623	29315
biblio-974623	2973
biblio-974623	11594
biblio-974623	28584
biblio-974623	50219
biblio-974623	11750
biblio-974623	28605
biblio-974623	6444
biblio-974623	50300
biblio-974623	24772
biblio-974623	28448
biblio-974623	6447
biblio-974623	19402
biblio-978702	51646
biblio-978702	23127
biblio-978702	1294
biblio-978702	17257
biblio-978702	9912
biblio-978702	21034
biblio-978702	28062
biblio-978702	2973
biblio-978702	8901
biblio-978702	9464
biblio-978702	11594
biblio-978702	28455
biblio-978702	6447
biblio-978702	16054
biblio-985751	37723
biblio-985751	2136
biblio-985751	33182
biblio-985751	4271
biblio-985751	4653
biblio-985751	4689
biblio-985751	34600
biblio-985751	56798
biblio-985751	10214
biblio-985751	10396
biblio-985751	13895
biblio-975409	3137
biblio-975409	51646
biblio-975409	8901
biblio-975409	12438
biblio-975409	15210
biblio-975409	24801
biblio-975409	4786
biblio-975409	28564
biblio-975409	35126
biblio-975409	5325
biblio-975409	7217
biblio-975409	15210
biblio-975409	28219
biblio-975409	51835
biblio-975409	28433
biblio-975409	15329
biblio-975409	10205
biblio-975409	10554
biblio-975409	11594
biblio-975409	28584
biblio-975409	28567
biblio-975409	15208
biblio-990015	6893
biblio-990015	15348
biblio-990015	24375
biblio-990015	331
biblio-990015	56194
biblio-990015	727
biblio-990015	34600
biblio-990015	3148
biblio-990015	4562
biblio-990015	9261
biblio-990015	10162
biblio-990015	22893
biblio-990015	57756
biblio-990015	11545
biblio-990015	12309
biblio-990015	14413
biblio-990015	14088
biblio-990015	15134
biblio-990015	31978
biblio-990027	3391
biblio-990027	12527
biblio-990027	1852
biblio-990027	727
biblio-990027	9600
biblio-990027	6408
biblio-990027	5246
biblio-990027	13267
biblio-990027	3501
biblio-990027	9491
biblio-990027	7358
biblio-990027	51835
biblio-990027	8221
biblio-990027	8506
biblio-990027	16136
biblio-990027	51840
biblio-990027	13248
biblio-990027	1666
biblio-990027	38409
biblio-990027	38409
biblio-990027	27786
biblio-990027	31707
biblio-990027	51896
biblio-984862	378
biblio-984862	1012
biblio-984862	5679
biblio-984862	10530
biblio-984862	34782
biblio-978506	8901
biblio-978506	10112
biblio-978506	23894
biblio-978506	23106
biblio-978506	9912
biblio-978506	9913
biblio-978506	14042
biblio-978506	29653
biblio-978506	54726
biblio-978506	10883
biblio-978506	23106
biblio-978506	36428
biblio-978506	10554
biblio-978506	13336
biblio-978506	12825
biblio-978506	9613
biblio-978506	14190
biblio-989014	56243
biblio-989014	8901
biblio-989014	37723
biblio-989014	470
biblio-989014	3490
biblio-989014	37612
biblio-989014	19279
biblio-989014	4943
biblio-989014	23106
biblio-989014	51835
biblio-989014	8264
biblio-989014	23106
biblio-989014	10554
biblio-989014	28597
biblio-989014	12825
biblio-989014	54857
biblio-989014	14572
biblio-989014	29074
biblio-989014	33598
biblio-984737	1804
biblio-984737	4272
biblio-984737	3961
biblio-984737	10554
biblio-990030	8994
biblio-990030	8083
biblio-990030	28283
biblio-990030	2511
biblio-990030	32446
biblio-990030	4542
biblio-990030	4702
biblio-990030	4927
biblio-990030	28008
biblio-990030	5443
biblio-990030	22921
biblio-990030	28111
biblio-990030	29315
biblio-990030	8824
biblio-990030	55122
biblio-990030	37660
biblio-990030	5225
biblio-990030	8994
biblio-990030	12578
biblio-990030	12588
biblio-990030	14258
biblio-984426	51646
biblio-984426	28599
biblio-984426	29390
biblio-984426	51607
biblio-984426	30157
biblio-984426	3961
biblio-984426	29310
biblio-984426	1812
biblio-984426	6091
biblio-984426	28613
biblio-984426	8901
biblio-984426	9951
biblio-984426	10554
biblio-984426	10554
biblio-984426	11707
biblio-984426	57482
biblio-984426	50524
biblio-984426	10731
biblio-984426	28610
biblio-984426	28606
biblio-984426	12437
biblio-979158	1121
biblio-979158	8990
biblio-979158	29315
biblio-979158	13721
biblio-979158	55767
biblio-979158	55767
biblio-979158	28608
biblio-979158	23925
biblio-979158	15297
biblio-979158	8901
biblio-979158	57818
biblio-979158	24772
biblio-979158	4258
biblio-973408	8901
biblio-973408	36032
biblio-973408	331
biblio-973408	50314
biblio-973408	8250
biblio-973408	9524
biblio-973408	3961
biblio-973408	13721
biblio-973408	8741
biblio-973408	12527
biblio-973408	7931
biblio-973408	14228
biblio-973408	51840
biblio-973408	13957
biblio-973408	14679
biblio-973408	24542
biblio-989044	36556
biblio-989044	1963
biblio-989044	4232
biblio-989044	52079
biblio-989044	36556
biblio-989044	331
biblio-989044	331
biblio-989044	51607
biblio-989044	27749
biblio-989044	5774
biblio-989044	7376
biblio-989044	28632
biblio-989044	13370
biblio-989044	13370
biblio-989044	57232
biblio-984381	1963
biblio-984381	4563
biblio-984381	57238
biblio-984381	50296
biblio-984381	34964
biblio-984381	1294
biblio-984381	7381
biblio-984381	7499
biblio-984381	28433
biblio-984381	37677
biblio-984381	2973
biblio-984381	57832
biblio-984381	33191
biblio-984381	15158
biblio-985802	29881
biblio-985802	34964
biblio-985802	28624
biblio-985802	13033
biblio-985802	4721
biblio-985802	8264
biblio-985802	6184
biblio-985802	8901
biblio-985802	28597
biblio-985802	14567
biblio-974606	1963
biblio-974606	15342
biblio-974606	29315
biblio-974606	1252
biblio-974606	54295
biblio-974606	15329
biblio-974606	8741
biblio-974606	22609
biblio-974606	28608
biblio-974606	4562
biblio-974606	12955
biblio-974606	12955
biblio-974606	23904
biblio-974606	6952
biblio-974606	7360
biblio-974606	9227
biblio-974606	10479
biblio-974606	28584
biblio-974606	24772
biblio-974606	13104
biblio-974606	51896
biblio-974606	33199
biblio-974606	24542
biblio-986136	1963
biblio-986136	4858
biblio-986136	33182
biblio-986136	14042
biblio-986136	55164
biblio-986136	51281
biblio-986136	6378
biblio-986136	8456
biblio-986136	50219
biblio-986136	13336
biblio-986136	28448
biblio-986136	32284
biblio-986136	15182
biblio-977220	11756
biblio-977220	1731
biblio-977220	27804
biblio-977220	33182
biblio-977220	32511
biblio-977220	3961
biblio-977220	4562
biblio-977220	28564
biblio-977220	54858
biblio-977220	10112
biblio-977220	8096
biblio-977220	23708
biblio-977220	15345
biblio-977220	8436
biblio-977220	28631
biblio-977220	10554
biblio-977220	29503
biblio-977220	28567
biblio-977220	13581
biblio-984428	51646
biblio-984428	51609
biblio-984428	28570
biblio-984428	22261
biblio-984428	6209
biblio-984428	7488
biblio-984428	37730
biblio-984428	8901
biblio-984428	10554
biblio-984428	35170
biblio-984428	32643
biblio-978635	28599
biblio-978635	22498
biblio-978635	28433
biblio-978635	9340
biblio-978635	14190
biblio-984345	11756
biblio-984345	37555
biblio-984345	5278
biblio-984345	36818
biblio-984345	54359
biblio-984345	8036
biblio-984345	1294
biblio-984345	33182
biblio-984345	33182
biblio-984345	28608
biblio-984345	3961
biblio-984345	13421
biblio-984345	13721
biblio-984345	13724
biblio-984345	16843
biblio-984345	13792
biblio-984345	2973
biblio-984345	11253
biblio-984345	8901
biblio-984345	6184
biblio-984345	50219
biblio-984345	13791
biblio-985441	3137
biblio-985441	431
biblio-985441	911
biblio-985441	1443
biblio-985441	51607
biblio-985441	6278
biblio-985441	5394
biblio-985441	15325
biblio-985441	15325
biblio-985441	12527
biblio-985441	7931
biblio-985441	35735
biblio-985441	23319
biblio-985441	11594
biblio-985441	7555
biblio-985441	14190
biblio-985441	29292
biblio-984744	1208
biblio-984744	31590
biblio-984744	9562
biblio-984744	1968
biblio-984744	3961
biblio-984744	28564
biblio-984744	7022
biblio-984744	1965
biblio-984744	8749
biblio-984744	15329
biblio-984744	10727
biblio-984834	5924
biblio-984834	3268
biblio-984834	35166
biblio-984834	3268
biblio-984834	57443
biblio-984834	33139
biblio-984834	14190
biblio-978304	51607
biblio-978304	331
biblio-978304	57808
biblio-978304	1538
biblio-978304	28608
biblio-978304	6335
biblio-978304	37614
biblio-978304	9143
biblio-978304	13104
biblio-978304	24542
biblio-985115	3137
biblio-985115	50224
biblio-985115	10363
biblio-985115	44
biblio-985115	34002
biblio-985115	28600
biblio-985115	28394
biblio-985115	28600
biblio-985115	28637
biblio-985115	28637
biblio-985115	2608
biblio-985115	28029
biblio-985115	28029
biblio-985115	4943
biblio-985115	21034
biblio-985115	28433
biblio-985115	3660
biblio-985115	28613
biblio-985115	28448
biblio-985115	28455
biblio-985115	22519
biblio-985115	1083
biblio-978139	44
biblio-978139	1538
biblio-978139	2511
biblio-978139	31514
biblio-978139	3900
biblio-978139	33675
biblio-978139	3913
biblio-978139	3961
biblio-978139	3965
biblio-978139	5490
biblio-978139	6376
biblio-978139	36513
biblio-978139	6335
biblio-978139	15345
biblio-978139	21044
biblio-978139	11594
biblio-978139	22226
biblio-978139	31707
biblio-978139	13104
biblio-978139	13195
biblio-978139	280
biblio-978139	14391
biblio-978139	9562
biblio-978139	9562
biblio-969914	11239
biblio-969914	12955
biblio-969914	11257
biblio-969914	29938
biblio-969914	50224
biblio-969914	33176
biblio-969914	5278
biblio-969914	5278
biblio-985341	4943
biblio-985341	15329
biblio-985341	25431
biblio-985341	12755
biblio-985341	31499
biblio-989944	3320
biblio-989944	29310
biblio-989944	29043
biblio-989944	8901
biblio-989944	37723
biblio-989944	10112
biblio-989944	331
biblio-989944	911
biblio-989944	470
biblio-989944	22372
biblio-989944	34002
biblio-989944	28903
biblio-989944	37619
biblio-989944	51829
biblio-989944	2511
biblio-989944	32511
biblio-989944	3961
biblio-989944	4809
biblio-989944	10642
biblio-989944	14349
biblio-989944	15297
biblio-989944	28632
biblio-989944	10554
biblio-989944	28584
biblio-989944	28605
biblio-989944	57741
biblio-989944	27786
biblio-989944	32031
biblio-989944	24535
biblio-989944	31152
biblio-989944	13150
biblio-989944	2990
biblio-989944	14190
biblio-979403	11613
biblio-979403	10112
biblio-979403	44
biblio-979403	34002
biblio-979403	54279
biblio-979403	24567
biblio-979403	9912
biblio-979403	9913
biblio-979403	29491
biblio-979403	28583
biblio-979403	23106
biblio-979403	33183
biblio-979403	55059
biblio-979403	10554
biblio-979403	50219
biblio-979403	28597
biblio-979403	31707
biblio-979403	54857
biblio-979403	3046
biblio-989525	1963
biblio-989525	28603
biblio-989525	2973
biblio-989525	2973
biblio-989525	27804
biblio-989525	13306
biblio-989525	28608
biblio-989525	51571
biblio-989525	12955
biblio-989525	24551
biblio-989525	6952
biblio-989525	7360
biblio-989525	28613
biblio-989525	10479
biblio-989525	54362
biblio-989525	5278
biblio-989525	28567
biblio-989525	28448
biblio-989525	6946
biblio-989525	34666
biblio-968769	28608
biblio-968769	50224
biblio-968769	9236
biblio-968769	23631
biblio-968769	26115
biblio-968769	35174
biblio-968769	23631
biblio-968769	13721
biblio-968769	14893
biblio-968769	11257
biblio-968769	8741
biblio-968769	27924
biblio-968769	28433
biblio-968769	29315
biblio-968769	9234
biblio-968769	28613
biblio-968769	15329
biblio-968769	28448
biblio-968769	33191
biblio-975242	1963
biblio-975242	34785
biblio-975242	30212
biblio-975242	14042
biblio-975242	23905
biblio-975242	23254
biblio-975242	9143
biblio-975242	33183
biblio-975242	28448
biblio-975242	14050
biblio-975242	1901
biblio-989033	54382
biblio-989033	51835
biblio-989033	8901
biblio-989033	14050
biblio-989033	23896
biblio-989033	34964
biblio-989033	28624
biblio-989033	28873
biblio-989033	50058
biblio-989033	51609
biblio-989033	29491
biblio-989033	13421
biblio-989033	8678
biblio-989033	15297
biblio-989033	52503
biblio-989033	14567
biblio-969924	13562
biblio-969924	29315
biblio-969924	11257
biblio-969924	8456
biblio-969924	9234
biblio-969924	13308
biblio-983701	10554
biblio-983701	27953
biblio-983701	13150
biblio-983701	10338
biblio-983701	3961
biblio-983701	4729
biblio-983701	7414
biblio-983701	21044
biblio-983701	57736
biblio-983701	3660
biblio-983701	11442
biblio-983701	10399
biblio-983701	56267
biblio-983701	11549
biblio-983701	8345
biblio-983701	57796
biblio-983701	23042
biblio-985639	3137
biblio-985639	34002
biblio-985639	4943
biblio-985639	4596
biblio-985639	28608
biblio-985639	29653
biblio-985639	10112
biblio-985639	6917
biblio-985639	38900
biblio-985639	4816
biblio-985639	28433
biblio-985639	8456
biblio-985639	28567
biblio-985639	28448
biblio-985639	14050
biblio-985639	34918
biblio-984470	2973
biblio-984470	13421
biblio-984470	9562
biblio-984470	8990
biblio-984470	9552
biblio-984470	1294
biblio-984470	3961
biblio-984470	29310
biblio-984470	13421
biblio-984470	28433
biblio-984470	9562
biblio-984470	10554
biblio-984470	28567
biblio-984470	9562
biblio-984470	9562
biblio-984470	28606
biblio-984470	34859
biblio-985445	51607
biblio-985445	7954
biblio-985445	38583
biblio-985445	8262
biblio-985445	1443
biblio-985445	1453
biblio-985445	23143
biblio-985445	6278
biblio-985445	4596
biblio-985445	5656
biblio-985445	29653
biblio-985445	12527
biblio-985445	7958
biblio-985445	38420
biblio-985445	24247
biblio-985445	9863
biblio-985445	37778
biblio-985445	14190
biblio-985445	51785
biblio-977257	29156
biblio-977257	331
biblio-977257	1731
biblio-977257	30785
biblio-977257	32511
biblio-977257	28564
biblio-977257	54858
biblio-977257	37540
biblio-977257	5937
biblio-977257	5974
biblio-977257	9346
biblio-977257	6184
biblio-977257	10027
biblio-977257	10554
biblio-977257	9863
biblio-977257	35147
biblio-977257	14909
biblio-980826	8901
biblio-980826	331
biblio-980826	344
biblio-980826	28624
biblio-980826	6391
biblio-980826	52950
biblio-980826	12529
biblio-980826	15297
biblio-980826	14563
biblio-980826	23904
biblio-980826	9464
biblio-980826	11594
biblio-980826	33191
biblio-984410	36585
biblio-984410	7414
biblio-984410	35930
biblio-984410	911
biblio-984410	1443
biblio-984410	1800
biblio-984410	2625
biblio-984410	27804
biblio-984410	51607
biblio-984410	14869
biblio-984410	52157
biblio-984410	24501
biblio-984410	37736
biblio-984410	22261
biblio-984410	4943
biblio-984410	5444
biblio-984410	54424
biblio-984410	21002
biblio-984410	28631
biblio-984410	28136
biblio-984410	10554
biblio-984410	10554
biblio-984410	7925
biblio-984410	1748
biblio-984410	22228
biblio-984410	35089
biblio-984410	13195
biblio-984410	14190
biblio-984410	15059
biblio-989695	1121
biblio-989695	51646
biblio-989695	35147
biblio-989695	387
biblio-989695	51686
biblio-989695	5639
biblio-989695	13033
biblio-989695	2973
biblio-989695	35248
biblio-989695	4531
biblio-989695	51835
biblio-989695	12527
biblio-989695	15000
biblio-989695	33176
biblio-989695	52503
biblio-989695	24444
biblio-989695	55757
biblio-978508	11756
biblio-978508	1963
biblio-978508	12527
biblio-978508	3181
biblio-978508	11756
biblio-978508	3490
biblio-978508	3830
biblio-978508	9912
biblio-978508	9913
biblio-978508	2973
biblio-978508	11252
biblio-978508	13336
biblio-978508	54857
biblio-978508	16054
biblio-985694	35737
biblio-985694	12900
biblio-985694	15091
biblio-985694	841
biblio-985694	28600
biblio-985694	13933
biblio-985694	32511
biblio-985694	5408
biblio-985694	10461
biblio-985694	15345
biblio-985694	9041
biblio-985694	28631
biblio-985694	28632
biblio-985694	13248
biblio-985694	12914
biblio-985694	35147
biblio-989803	50230
biblio-989803	15000
biblio-989803	28488
biblio-989803	16771
biblio-989803	37619
biblio-989803	9913
biblio-989803	29491
biblio-989803	13421
biblio-989803	9143
biblio-989803	11594
biblio-989803	12462
biblio-989803	13379
biblio-985201	3900
biblio-985201	1731
biblio-985201	2323
biblio-985201	3961
biblio-985201	15345
biblio-985201	10554
biblio-985201	13248
biblio-985201	14865
biblio-985201	12825
biblio-985201	9562
biblio-981405	8022
biblio-981405	15297
biblio-981405	12083
biblio-981405	1294
biblio-981405	34002
biblio-981405	27804
biblio-981405	12489
biblio-981405	8264
biblio-981405	11594
biblio-981405	33191
biblio-984166	12831
biblio-984166	34600
biblio-984166	50073
biblio-984166	13325
biblio-984166	12825
biblio-984166	12527
biblio-984166	28433
biblio-984166	28433
biblio-984166	10662
biblio-984166	54362
biblio-984166	16054
biblio-984166	16054
biblio-976088	7553
biblio-976088	10162
biblio-976088	37723
biblio-976088	12467
biblio-976088	12630
biblio-976088	29005
biblio-976088	28600
biblio-976088	3490
biblio-976088	51609
